54357536|55|11|96533289|55|81|1683741856|1683743100|1244|VOICE|SUCCESS 
56274390|55|81|81831988|55|11|1683742254|1683742254|0|SMS|SUCCESS 
93212307|55|11|73932029|55|11|1683732462|1683743100|10638|VOICE|SUCCESS 
75024871|55|11|42971599|55|11|1683743211|1683743220|9|VOICE|FAILURE 
86279140|55|11|44177862|55|11|1683741859|1683742560|701|VOICE|SUCCESS 
52944457|55|11|67954035|55|11|1683735144|1683743340|8196|VOICE|SUCCESS 
81885702|55|11|86011255|55|11|1683741513|1683742860|1347|VOICE|SUCCESS 
94361945|55|11|55179549|55|11|1683727212|1683743100|15888|VOICE|FAILURE 
81033951|55|41|53214315|55|11|1683738269|1683742920|4651|VOICE|SUCCESS 
79394842|55|11|89113443|55|11|1683740147|1683742800|2653|VOICE|SUCCESS 
81425127|55|11|97240248|55|11|1683729243|1683743160|13917|VOICE|SUCCESS 
92056506|55|11|85206012|55|11|1683742487|1683742487|0|SMS|SUCCESS 
46341503|55|11|67548614|55|31|1683742469|1683743100|631|VOICE|SUCCESS 
40080093|55|11|97024569|55|11|1683740231|1683740231|0|SMS|SUCCESS 
76023457|55|11|99116458|55|11|1683741429|1683743220|1791|VOICE|SUCCESS 
52875172|55|11|56513626|55|11|1683741652|1683743040|1388|VOICE|SUCCESS 
93152637|55|11|78984372|55|41|1683742295|1683743220|925|VOICE|SUCCESS 
90948449|55|11|93195552|55|11|1683735232|1683742560|7328|VOICE|SUCCESS 
52729857|55|11|87270432|55|11|1683741501|1683743280|1779|VOICE|SUCCESS 
87633337|55|11|89103980|55|11|1683742563|1683742680|117|VOICE|SUCCESS 
76068531|55|11|77750350|55|11|1683741984|1683742560|576|VOICE|SUCCESS 
62262321|55|11|75266972|55|11|1683729481|1683742980|13499|VOICE|SUCCESS 
96033678|55|11|82792354|55|11|1683740024|1683742560|2536|VOICE|SUCCESS 
89718782|55|11|84523784|55|11|1683741160|1683742860|1700|VOICE|FAILURE 
61455006|55|41|82403209|55|11|1683741688|1683742980|1292|VOICE|SUCCESS 
57332090|55|11|79831093|55|11|1683741954|1683741954|0|SMS|SUCCESS 
44204490|55|11|75518566|55|11|1683742354|1683742560|206|VOICE|SUCCESS 
43097576|55|11|76667702|55|11|1683741697|1683742680|983|VOICE|SUCCESS 
49496226|55|11|40942388|55|12|1683731959|1683742980|11021|VOICE|SUCCESS 
97880731|55|11|74690792|55|11|1683741759|1683742560|801|VOICE|SUCCESS 
54183142|55|11|95905938|55|11|1683741250|1683742620|1370|VOICE|SUCCESS 
56960078|55|11|72564513|55|41|1683742587|1683742980|393|VOICE|FAILURE 
41310287|55|11|76808065|55|11|1683742686|1683743160|474|VOICE|SUCCESS 
48862305|55|11|40750409|55|11|1683741944|1683742500|556|VOICE|SUCCESS 
57741498|55|11|43232130|55|11|1683742881|1683742881|0|SMS|SUCCESS 
64642246|55|11|89490644|55|61|1683742050|1683743100|1050|VOICE|FAILURE 
52143773|55|11|96918669|55|11|1683742490|1683742800|310|VOICE|SUCCESS 
53834911|55|11|87614922|55|11|1683734444|1683743280|8836|VOICE|SUCCESS 
76288282|55|11|51726030|55|11|1683742243|1683742920|677|VOICE|SUCCESS 
70160312|55|11|70099060|55|11|1683742243|1683742243|0|SMS|SUCCESS 
82731186|55|31|53842797|55|11|1683742419|1683743160|741|VOICE|SUCCESS 
76921349|55|11|77263321|55|11|1683741316|1683742980|1664|VOICE|SUCCESS 
56514296|55|31|57880287|55|11|1683741256|1683741256|0|SMS|SUCCESS 
83378737|55|11|58071827|55|11|1683742560|1683742860|300|VOICE|FAILURE 
90869528|55|11|71394052|55|11|1683742493|1683742500|7|VOICE|SUCCESS 
89948170|55|31|75611888|55|11|1683742441|1683742860|419|VOICE|SUCCESS 
84519025|55|11|82334564|55|11|1683742153|1683743340|1187|VOICE|SUCCESS 
47482584|55|11|98366490|55|11|1683741911|1683742860|949|VOICE|SUCCESS 
61836065|55|11|68946294|55|11|1683742851|1683742860|9|VOICE|SUCCESS 
84876765|55|11|70140708|55|11|1683741747|1683741747|0|SMS|SUCCESS 
41943631|55|11|69579442|55|11|1683742700|1683742700|0|SMS|SUCCESS 
76059133|55|11|58853936|55|11|1683728647|1683743220|14573|VOICE|FAILURE 
72943612|55|11|79512630|55|11|1683742095|1683743100|1005|VOICE|SUCCESS 
76882665|55|11|70772543|55|11|1683740988|1683742740|1752|VOICE|SUCCESS 
97326152|55|11|40883657|55|11|1683741857|1683741857|0|SMS|SUCCESS 
73576038|55|11|80752469|55|11|1683741625|1683743040|1415|VOICE|SUCCESS 
